Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A756902,Sugar,8/27/2017 12:38,8/27/2017 12:38,901 E Koenig Ln in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,German Shepherd Mix,Brown/Black
A746662,Mccree,8/27/2017 12:44,8/27/2017 12:44,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black
A756908,Lolli Pop,8/27/2017 13:25,8/27/2017 13:25,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,White
A756907,Pepper,8/27/2017 13:25,8/27/2017 13:25,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,American Bulldog Mix,Brown/White
A756910,,8/27/2017 13:54,8/27/2017 13:54,1301 Crossing Place in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A733262,Cheech,8/27/2017 14:04,8/27/2017 14:04,5509 China Berry in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tan
A756911,Luna,8/27/2017 14:08,8/27/2017 14:08,Rainy Meadows in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black
A756913,,8/27/2017 15:08,8/27/2017 15:08,1403 Marston Circle in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Dachshund,Black/White
A756914,*Cuppy Cake,8/27/2017 15:14,8/27/2017 15:14,Dove Springs in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Rat Terrier Mix,White/Brown
A756915,,8/27/2017 15:15,8/27/2017 15:15,8301 Colony Loop in Austin (TX),Stray,Injured,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A756916,*Milton,8/27/2017 15:20,8/27/2017 15:20,1300 West Oltorf Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A756917,Kellsie,8/27/2017 15:28,8/27/2017 15:28,15008 Fm 812 in Del Valle (TX),Stray,Normal,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White
A756850,Stewie,8/27/2017 15:51,8/27/2017 15:51,8303 Bridgetown Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Gray
A756919,Raider,8/27/2017 16:05,8/27/2017 16:05,4173 Travis Country Cir in Austin (TX),Stray,Aged,Dog,Neutered Male,13 years,Australian Shepherd Mix,Tan/White
A756920,*Hazel,8/27/2017 16:07,8/27/2017 16:07,Emerald Forest And Vinson in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black
A756922,*Harriet,8/27/2017 16:41,8/27/2017 16:41,Howard Lane in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Labrador Retriever Mix,Tan/White
A756923,Sofie,8/27/2017 16:53,8/27/2017 16:53,Mckinney Falls And William Cannon in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Black/Tricolor
A756924,,8/28/2017 8:13,8/28/2017 8:13,Burleson And Stassney in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A756925,Koozy,8/28/2017 8:13,8/28/2017 8:13,1805 Constantino Circle in Austin (TX),Stray,Injured,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/Tan
A756926,Pax,8/28/2017 8:13,8/28/2017 8:13,1805 Constantino Circle in Austin (TX),Stray,Injured,Dog,Neutered Male,5 years,Labrador Retriever/Plott Hound,Brown Brindle
A756928,,8/28/2017 10:11,8/28/2017 10:11,500 E Cesar Chavez St in Austin (TX),Wildlife,Injured,Bird,Unknown,1 year,Pigeon,Gray
A756935,,8/28/2017 10:13,8/28/2017 10:13,Foy And Sharps in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,Tan/White
A756929,,8/28/2017 10:27,8/28/2017 10:27,Burleson And Toll 130 in Del Valle (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Gray
A756930,Penny,8/28/2017 10:30,8/28/2017 10:30,Wolf Lane in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 year,Border Collie/German Shepherd,Tan/White
A756933,,8/28/2017 11:02,8/28/2017 11:02,12832 Doorbell in Manor (TX),Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Cream
A756936,*Mervin,8/28/2017 11:20,8/28/2017 11:20,Springdale And Manor in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Labrador Retriever,Black/Tricolor
A756938,Beau,8/28/2017 11:30,8/28/2017 11:30,West Mopac in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Chocolate
A756940,,8/28/2017 11:39,8/28/2017 11:39,3107 Pinecrest Drive in Austin (TX),Stray,Injured,Cat,Intact Female,7 years,Domestic Longhair Mix,Black
A756941,*Edward,8/28/2017 11:47,8/28/2017 11:47,Willow Creek in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A756942,Harvey,8/28/2017 12:01,8/28/2017 12:01,Salado Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A756947,,8/28/2017 12:09,8/28/2017 12:09,12Th Street And Martin Luther King in Austin (TX),Stray,Normal,Cat,Intact Female,3 days,American Shorthair Mix,Tortie/White
A756944,,8/28/2017 12:09,8/28/2017 12:09,12Th Street And Martin Luther King in Austin (TX),Stray,Normal,Cat,Intact Male,3 days,American Shorthair Mix,Orange Tabby/White
A756950,,8/28/2017 12:13,8/28/2017 12:13,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue/White
A756951,,8/28/2017 12:13,8/28/2017 12:13,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby/White
A756949,,8/28/2017 12:23,8/28/2017 12:23,South 1St in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby/White
A756953,*Smitten,8/28/2017 12:40,8/28/2017 12:40,William Cannon And Manchaca in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A756957,,8/28/2017 12:57,8/28/2017 12:57,North Lamar And Saint Johns in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Tan/White
A756959,Cupcake,8/28/2017 12:59,8/28/2017 12:59,1120 Walton Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Staffordshire Mix,Black/White
A739958,Maggie,8/28/2017 13:13,8/28/2017 13:13,Slaughter And Interstate 35 Across From Home Depot in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Catahoula Mix,Brown Brindle
A738740,Valentine,8/28/2017 13:13,8/28/2017 13:13,Slaughter And Interstate 35 Across From Home Depot in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Catahoula Mix,Brown Brindle
A756958,,8/28/2017 13:19,8/28/2017 13:19,5400 Freidrich Ln in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Shetland Sheepdog Mix,Tan
A756964,*Penelope,8/28/2017 13:31,8/28/2017 13:31,12409 Gatling Gun Lane in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A756961,Boosie,8/28/2017 13:32,8/28/2017 13:32,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Boxer/German Shepherd,Tan/Black
A756962,*Jackson,8/28/2017 13:40,8/28/2017 13:40,Vida Nueva Avenue in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A642924,Nina,8/28/2017 13:47,8/28/2017 13:47,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White
A756963,Krystal,8/28/2017 13:47,8/28/2017 13:47,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,American Shorthair Mix,Tortie/White
A756965,*Lucas,8/28/2017 13:51,8/28/2017 13:51,Samsung Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Labrador Retriever Mix,Black/Brown
A756966,Chance,8/28/2017 13:57,8/28/2017 13:57,4900 Spicewood Springs Road in Travis (TX),Stray,Normal,Dog,Neutered Male,8 years,Labrador Retriever Mix,Black
A752449,Kuma,8/28/2017 14:03,8/28/2017 14:03,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,5 months,German Shepherd Mix,Black/Brown
A756438,*Echo,8/28/2017 14:19,8/28/2017 14:19,Round Rock (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Tan
A756970,*Ruby,8/28/2017 14:26,8/28/2017 14:26,Woodhollow Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Border Collie Mix,Red
A756969,,8/28/2017 14:26,8/28/2017 14:26,Woodhollow Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A756971,Aria,8/28/2017 15:11,8/28/2017 15:11,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Border Collie Mix,White/Brown
A756973,Xia,8/28/2017 15:31,8/28/2017 15:31,Wells Branch Parkway in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Blue/White
A756972,Pelusa,8/28/2017 15:36,8/28/2017 15:36,Rundberg And Cameron in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees/Kuvasz,White
A746344,*May,8/28/2017 15:50,8/28/2017 15:50,1156 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Black/Brown
A756974,,8/28/2017 15:51,8/28/2017 15:51,S Pleasant Valley Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/Brown
A756977,,8/28/2017 15:59,8/28/2017 15:59,Lyndhurst in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,American Curl Shorthair Mix,Gray/Gray
A756978,,8/28/2017 16:02,8/28/2017 16:02,1156 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Brown
A756976,,8/28/2017 16:02,8/28/2017 16:02,1156 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,White/Tan
A754102,*Lena,8/28/2017 16:04,8/28/2017 16:04,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie/Black
A756979,Zeek,8/28/2017 16:04,8/28/2017 16:04,Martin Luther King & Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Border Collie Mix,Black/White
A728904,Tobby,8/28/2017 16:28,8/28/2017 16:28,Cromwell Circle in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A756983,,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby
A756985,*Delroy,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A756986,*Denise,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A756984,*Stedman,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A756987,*Doris,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A756988,*Lorraine,8/28/2017 16:34,8/28/2017 16:34,6803 Deborah Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Lynx Point
A756991,*Dudley,8/28/2017 17:00,8/28/2017 17:00,3721 Rr 620 North in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Anatol Shepherd Mix,Brown/Black
A756989,,8/28/2017 17:00,8/28/2017 17:00,4411 Meinardus Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie
A756990,,8/28/2017 17:00,8/28/2017 17:00,4411 Meinardus Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A756992,Larry,8/28/2017 17:16,8/28/2017 17:16,Riverside And Pleasant Valley in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A756994,Jax,8/28/2017 17:38,8/28/2017 17:38,290 And Bladderstadt in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Boxer Mix,White/Tricolor
A756995,Pookie,8/28/2017 17:43,8/28/2017 17:43,8901 Vigen Circle in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Chihuahua Longhair Mix,Brown/White
A756996,King,8/28/2017 17:59,8/28/2017 17:59,6400 Brodie Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,American Staffordshire Terrier,Brown Brindle
A756997,*Lucia,8/28/2017 18:10,8/28/2017 18:10,Colony Loop And Meadow Bend in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Catahoula Mix,Tan
A756998,Muneca,8/28/2017 18:18,8/28/2017 18:18,Bluff Springs Road Alegre Pass in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Dachshund Mix,Cream
A756999,Muneco,8/28/2017 18:18,8/28/2017 18:18,Bluff Springs And Alegria Pass in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A757004,Mio,8/28/2017 18:27,8/28/2017 18:27,Grady in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Maltese/Standard Poodle,White
A757002,*Sheri,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White
A757001,*Tony,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White
A757006,*Elliot,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Brown Tabby
A757003,*Louis,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White
A757005,*Sandi,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie/White
A757007,*Roy,8/28/2017 18:28,8/28/2017 18:28,Haven Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Brown Tabby
A737848,Charlie,8/28/2017 18:29,8/28/2017 18:29,6855 East Highway 290 in Austin (TX),Stray,Other,Cat,Neutered Male,8 years,Domestic Shorthair Mix,White/Orange
A757008,Cooper,8/28/2017 18:44,8/28/2017 18:44,9200 North Plaza in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Rat Terrier Mix,Brown/White
A757010,,8/28/2017 19:15,8/28/2017 19:15,6608 Galindo in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A757009,,8/28/2017 19:15,8/28/2017 19:15,6608 Galindo in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Snowshoe Mix,Lynx Point/White
A757016,*Remy,8/29/2017 7:53,8/29/2017 7:53,6004 Jfk in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Chihuahua Shorthair/Rat Terrier,Brown/Black
A751830,Miss Kitty,8/29/2017 7:57,8/29/2017 7:57,83160 Alum Rock in Austin (TX),Stray,Injured,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A757020,,8/29/2017 8:25,8/29/2017 8:25,13908 Raudalstoue in Pflugerville (TX),Stray,Nursing,Cat,Intact Male,3 days,Domestic Medium Hair Mix,Black
A757023,,8/29/2017 9:39,8/29/2017 9:39,Howard And Dessau in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A757025,,8/29/2017 10:16,8/29/2017 10:16,4501 East Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A757024,Rocky,8/29/2017 10:19,8/29/2017 10:19,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Tan/Black
A748689,Bagels,8/29/2017 10:38,8/29/2017 10:38,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,White/Black Tabby
A757026,,8/29/2017 10:44,8/29/2017 10:44,8407 Wall St in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown
A737358,Bear,8/29/2017 11:02,8/29/2017 11:02,Quail Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Siberian Husky Mix,Sable
A757031,Sugar Paws,8/29/2017 11:10,8/29/2017 11:10,Tiffany And Latta Drive in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,American Curl Shorthair Mix,Tortie
A757032,Coco Paws,8/29/2017 11:10,8/29/2017 11:10,Tiffany And Latta Drive in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,American Shorthair Mix,Tortie/Black
A757034,,8/29/2017 11:29,8/29/2017 11:29,7707 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Gray Tabby/White
A757038,Kanelo,8/29/2017 11:45,8/29/2017 11:45,Vargas And Felix Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Tan/White
A757037,,8/29/2017 11:46,8/29/2017 11:46,Altavista And Mariposa in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Miniature Poodle/Lhasa Apso,Apricot/White
A757036,Maya,8/29/2017 11:46,8/29/2017 11:46,Altavista And Mariposa in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever Mix,Yellow/White
A757039,,8/29/2017 11:50,8/29/2017 11:50,Manchaca Road And Davis in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black
A757041,Naveena,8/29/2017 11:50,8/29/2017 11:50,Manchaca Road And Davis in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,Black
A754025,Yeti,8/29/2017 12:03,8/29/2017 12:03,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White
A748674,Princess,8/29/2017 12:04,8/29/2017 12:04,7604 N Interstate Hwy 35 in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,German Shepherd Mix,Tan
A757045,*Clarence,8/29/2017 12:11,8/29/2017 12:11,8000 Blue Goose Road in Manor (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A757046,*Clara,8/29/2017 12:11,8/29/2017 12:11,8000 Blue Goose Road in Manor (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Blue Tabby
A757047,,8/29/2017 12:23,8/29/2017 12:23,Wildcat Hollow And Westlake Drive in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Siamese Mix,Lynx Point
A757050,,8/29/2017 12:40,8/29/2017 12:40,Burleson Rd And East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Siberian Husky Mix,Black/White
A757049,,8/29/2017 12:40,8/29/2017 12:40,Burleson And Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair Mix,Black/White
A756945,Pepper,8/29/2017 12:56,8/29/2017 12:56,Austin (TX),Public Assist,Normal,Dog,Spayed Female,9 years,Border Collie Mix,Tricolor/Black
A627967,Demon Dansby,8/29/2017 12:57,8/29/2017 12:57,Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Pit Bull Mix,Tan/White
A756943,Brylee,8/29/2017 13:06,8/29/2017 13:06,Austin (TX),Public Assist,Normal,Dog,Intact Female,8 years,Australian Shepherd,Blue Merle/White
A757056,,8/29/2017 13:15,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A757055,,8/29/2017 13:15,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A757052,,8/29/2017 13:15,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray
A757053,,8/29/2017 13:15,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A757054,,8/29/2017 13:15,8/29/2017 13:15,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A757061,,8/29/2017 13:33,8/29/2017 13:33,1200 E 52Nd St in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Gray
A757062,,8/29/2017 13:53,8/29/2017 13:53,6801 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,3 days,Domestic Shorthair Mix,Blue/White
A757063,Bonnie,8/29/2017 14:02,8/29/2017 14:02,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Siamese Mix,Seal Point
A757064,Ace,8/29/2017 14:07,8/29/2017 14:07,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Black
A749986,Mamas,8/29/2017 14:33,8/29/2017 14:33,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Red
A757065,Ruca,8/29/2017 14:34,8/29/2017 14:34,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A757066,*Henry,8/29/2017 14:46,8/29/2017 14:46,12515 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Basset Hound Mix,White/Tricolor
A757067,,8/29/2017 14:56,8/29/2017 14:56,7201 Levander Loop in Austin (TX),Wildlife,Injured,Bird,Unknown,2 years,Grackle Mix,Black
A757068,Juju,8/29/2017 15:00,8/29/2017 15:00,2014 Encino Circle in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A757069,Milo,8/29/2017 15:00,8/29/2017 15:00,2014 Encino Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Gray/White
A757070,*Amigo,8/29/2017 15:07,8/29/2017 15:07,4709 Harmon in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A757071,Milo,8/29/2017 15:12,8/29/2017 15:12,1601 E Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Brown
A755202,Goose,8/29/2017 15:13,8/29/2017 15:13,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White
A757074,Oso,8/29/2017 15:35,8/29/2017 15:35,5201 Ross Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Black/Tan
A757073,Kane,8/29/2017 15:35,8/29/2017 15:35,5201 Ross Rd in Del Valle (TX),Stray,Normal,Dog,Intact Male,5 months,English Bulldog Mix,Red/White
A750190,*Nacho,8/29/2017 15:41,8/29/2017 15:41,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Black
A757075,Oriah,8/29/2017 15:52,8/29/2017 15:52,1705 Frontier Valley Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Collie Rough Mix,Tan
A757077,Chester,8/29/2017 15:58,8/29/2017 15:58,Salt Springs And Tupelo Drive in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Tan/White
A757079,Pretzel,8/29/2017 16:04,8/29/2017 16:04,900 W 38Th in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A757080,,8/29/2017 16:07,8/29/2017 16:07,8811 Pineridge in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Belgian Malinois Mix,Brown/Black
A757081,,8/29/2017 16:07,8/29/2017 16:07,8811 Pineridge in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Toy Poodle,Black
A755821,Charlie,8/29/2017 16:12,8/29/2017 16:12,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Longhair Mix,Orange Tabby
A757088,,8/29/2017 16:23,8/29/2017 16:23,Airport Blvd And Springdale in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Anatol Shepherd Mix,Tan
A757100,,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/White
A757097,,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor
A757095,,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/White
A757098,,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor
A757099,Ariel,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tan/White
A757096,,8/29/2017 16:44,8/29/2017 16:44,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/White
A757094,,8/29/2017 17:04,8/29/2017 17:04,Hogan Avenue And Felix in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Black/White
A757101,,8/29/2017 18:03,8/29/2017 18:03,2914 Aftonshire Way in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby/White
A756430,,8/29/2017 18:16,8/29/2017 18:16,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Boxer Mix,Tan/White
A757103,Lana,8/29/2017 19:02,8/29/2017 19:02,Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,American Shorthair Mix,Blue Tabby/White
A660946,Holo,8/29/2017 19:08,8/29/2017 19:08,Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Black/Brown
A757102,Brooklyn,8/29/2017 20:44,8/29/2017 20:44,12343 Hunter Chase Dr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,9 years,Dachshund Mix,Brown/Black
A757104,,8/30/2017 7:03,8/30/2017 7:03,11301 Ferrah Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black
A757105,,8/30/2017 7:03,8/30/2017 7:03,11301 Ferrah Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black
A757118,Torro,8/30/2017 11:00,8/30/2017 11:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,White/Gray
